Time,Robot,PosX,PosY,LinX,AngZ
255.803,robot1,-27.650066205736568,39.19775030146255,-5.080726455133653e-11,1.1269809041958711e-10
255.903,robot1,-27.650066205742544,39.1977503014845,-5.089046889555531e-11,1.1373705367005526e-10
256.003,robot1,-27.65006620574849,39.19775030150642,-5.106915758809731e-11,1.1249703223190625e-10
256.103,robot1,-27.650066205754403,39.19775030152825,-5.0867097663200456e-11,1.1441989426051668e-10
256.203,robot1,-27.650066205760357,39.19775030154989,-5.0966569375795387e-11,1.134612320012893e-10
256.303,robot1,-27.650066205766255,39.19775030157151,-5.1227890543777733e-11,1.1490529618802555e-10
256.403,robot1,-27.65006620577213,39.19775030159308,-5.069718330843137e-11,1.1617255231615109e-10
256.503,robot1,-27.650066205778018,39.197750301614576,-5.0947839741174905e-11,1.1143620408158738e-10
256.603,robot1,-27.65006620578394,39.19775030163589,-5.086228194123165e-11,1.11346500352916e-10
256.703,robot1,-27.650066205789727,39.19775030165721,-5.07217097909133e-11,1.0713538911405505e-10
256.803,robot1,-27.650066205795486,39.197750301678525,-5.078864054271724e-11,1.0660098394744699e-10
256.903,robot1,-27.65006620580124,39.197750301699806,-5.048613797920502e-11,1.062221164492228e-10
257.003,robot1,-27.650066205806997,39.197750301721086,-5.05713312625411e-11,1.0753511426209724e-10
257.103,robot1,-27.65006620581273,39.19775030174236,-5.011002959692267e-11,1.0620625600667293e-10
257.203,robot1,-27.650066205818423,39.19775030176347,-4.970500868661881e-11,1.0755890118634812e-10
257.303,robot1,-27.650066205824107,39.197750301784225,-4.8081555701737125e-11,1.0921706775062552e-10
257.403,robot1,-27.650066205829713,39.19775030180498,-4.7777299492795286e-11,1.0780054817898977e-10
257.503,robot1,-27.65006620583535,39.19775030182568,-4.732223090067236e-11,1.0720428774980489e-10
257.603,robot1,-27.650066205841007,39.197750301846376,-4.754712813520857e-11,1.0642769570666907e-10
257.703,robot1,-27.65006620584662,39.19775030186709,-4.740654281677375e-11,1.084833969468907e-10
257.803,robot1,-27.650066205852198,39.19775030188781,-4.738646982830241e-11,1.0702260544880194e-10
257.903,robot1,-27.65006620585783,39.19775030190853,-4.736621009134657e-11,1.0694570896975836e-10
258.003,robot1,-27.650066205863457,39.197750301929226,-4.710514016599444e-11,1.0337466375824711e-10
258.103,robot1,-27.650066205869074,39.19775030194974,-4.720346758542969e-11,1.0622458965253592e-10
258.203,robot1,-27.650066205874648,39.19775030196984,-4.688606785955642e-11,1.1007836911978088e-10
258.303,robot1,-27.65006620588018,39.19775030198994,-4.740959182033839e-11,1.0823834895432765e-10
258.403,robot1,-27.65006620588571,39.19775030201004,-4.725800983492392e-11,1.0820682163644294e-10
258.503,robot1,-27.650066205891207,39.19775030203008,-4.6696558184622365e-11,1.0354928949018004e-10
258.603,robot1,-27.65006620589665,39.19775030205013,-4.6992522057457264e-11,1.0255496131049486e-10
258.703,robot1,-27.650066205902135,39.197750302070084,-4.708705524360011e-11,9.816556818968441e-11
258.803,robot1,-27.65006620590758,39.19775030208995,-4.689054761562709e-11,9.626635695258777e-11
258.903,robot1,-27.650066205913042,39.197750302109824,-4.727813087448673e-11,9.885128990975128e-11
259.003,robot1,-27.650066205918506,39.1977503021297,-4.7413713518780524e-11,9.803167122329367e-11
259.103,robot1,-27.650066205923988,39.19775030214949,-4.667362645391968e-11,9.548046999456461e-11
259.203,robot1,-27.650066205929416,39.19775030216926,-4.689239111643951e-11,9.903366313808063e-11
259.303,robot1,-27.65006620593483,39.19775030218895,-4.6825545301619935e-11,1.0213150841000609e-10
259.403,robot1,-27.650066205940192,39.19775030220839,-4.6670630920770096e-11,1.0192625817165913e-10
259.503,robot1,-27.65006620594552,39.19775030222782,-4.615339872210944e-11,1.0127024882212901e-10
259.603,robot1,-27.65006620595084,39.19775030224725,-4.367413267630322e-11,9.736472239394749e-11
259.703,robot1,-27.650066205956104,39.19775030226657,-4.4132839054702667e-11,9.378560240190804e-11
259.803,robot1,-27.650066205961345,39.19775030228589,-4.3781077422490095e-11,9.505571050162856e-11
259.903,robot1,-27.65006620596649,39.19775030230523,-4.38269421841755e-11,9.643057570081054e-11
260.003,robot1,-27.65006620597166,39.197750302324486,-4.366501729351787e-11,9.224287855305486e-11
260.103,robot1,-27.650066205976906,39.19775030234358,-4.386230489740455e-11,8.991312005347957e-11
260.203,robot1,-27.650066205982178,39.19775030236253,-4.361695029016792e-11,9.001057210572648e-11
260.303,robot1,-27.650066205987446,39.197750302381486,-4.390819772983976e-11,9.267095001952961e-11
260.403,robot1,-27.650066205992683,39.19775030240042,-4.3701160287361995e-11,9.270829434537122e-11
260.503,robot1,-27.650066205997888,39.197750302419344,-4.394465566217868e-11,9.244949257643162e-11
260.603,robot1,-27.65006620600308,39.197750302438195,-4.391115136246162e-11,9.510980036703874e-11
260.703,robot1,-27.65006620600822,39.197750302456996,-4.3374879481748755e-11,9.629125044836448e-11
260.803,robot1,-27.65006620601335,39.1977503024758,-4.3567831525343285e-11,9.536982689182105e-11
260.903,robot1,-27.650066206018476,39.19775030249458,-4.335278075652134e-11,9.524614433044493e-11
261.003,robot1,-27.65006620602359,39.19775030251312,-4.4000783900673e-11,8.771562339196829e-11
261.103,robot1,-27.65006620602867,39.197750302531595,-4.3772626741203846e-11,8.828506808888566e-11
261.203,robot1,-27.650066206033724,39.19775030255003,-4.3478758804511975e-11,9.182871828240603e-11
261.303,robot1,-27.650066206038797,39.19775030256835,-4.3161356776853784e-11,9.299686337030288e-11
261.403,robot1,-27.650066206043878,39.19775030258664,-4.315272074700476e-11,9.159377227401973e-11
261.503,robot1,-27.650066206048933,39.19775030260498,-4.323869828591218e-11,8.374530649248881e-11
261.603,robot1,-27.65006620605399,39.19775030262336,-4.310539669553805e-11,8.617070137695544e-11
